"filename","roi_temp_mean","roi_temp_sd","roi_temp_min","roi_temp_max","datetime","Time"
"ICI_0600_10_12_2022.csv",3.26960871768251,0.250222608637776,2.34582,4.00063,"2022-10-12 06:00:00",2022-10-12 06:00:00
"ICI_0600_10_13_2022.csv",5.47684163834798,0.261426761656743,4.56676,6.25819,"2022-10-13 06:00:00",2022-10-13 06:00:00
"ICI_0600_10_14_2022.csv",6.39417089007622,0.210138121446611,5.29548,6.94552,"2022-10-14 06:00:00",2022-10-14 06:00:00
"ICI_0600_10_15_2022.csv",5.83390762908004,0.137668977506226,5.2136,6.25606,"2022-10-15 06:00:00",2022-10-15 06:00:00
"ICI_0600_10_16_2022.csv",-3.25995802537287,0.0525300107971472,-3.41355,-3.01573,"2022-10-16 06:00:00",2022-10-16 06:00:00
"ICI_0600_10_17_2022.csv",-3.27001516624041,0.117091950427429,-3.71601,-2.91995,"2022-10-17 06:00:00",2022-10-17 06:00:00
"ICI_0600_10_18_2022.csv",-3.05990022941936,0.109775516961161,-3.53606,-2.651,"2022-10-18 06:00:00",2022-10-18 06:00:00
"ICI_0600_10_20_2022.csv",3.10256520675597,0.145291709928622,2.221,3.51306,"2022-10-20 06:00:00",2022-10-20 06:00:00
"ICI_0600_10_21_2022.csv",4.55827097819756,0.0921543631090424,3.91868,4.86642,"2022-10-21 06:00:00",2022-10-21 06:00:00
"ICI_0600_10_22_2022.csv",3.3675469628523,0.0495941884408212,3.16119,3.6115,"2022-10-22 06:00:00",2022-10-22 06:00:00
"ICI_0600_10_23_2022.csv",-4.57510023296447,0.0820185053976796,-4.95543,-4.12971,"2022-10-23 06:00:00",2022-10-23 06:00:00
"ICI_0600_10_24_2022.csv",-14.7994777670862,0.0928449257581438,-15.3208,-14.3369,"2022-10-24 06:00:00",2022-10-24 06:00:00
"ICI_0600_10_25_2022.csv",-2.80590765693449,0.17224159458597,-4.09718,-2.32516,"2022-10-25 06:00:00",2022-10-25 06:00:00
"ICI_0600_10_26_2022.csv",-1.68546410802461,0.144497788848001,-2.45659,-1.23118,"2022-10-26 06:00:00",2022-10-26 06:00:00
"ICI_0600_10_27_2022.csv",-5.68735432250386,0.103908910850119,-6.22401,-5.18675,"2022-10-27 06:00:00",2022-10-27 06:00:00
"ICI_0600_10_29_2022.csv",2.7767580093439,0.358814377609434,0.999427,3.75332,"2022-10-29 06:00:00",2022-10-29 06:00:00
"ICI_0600_10_30_2022.csv",-0.154470809368464,0.256972243583432,-1.40518,0.486725,"2022-10-30 06:00:00",2022-10-30 06:00:00
"ICI_0600_10_31_2022.csv",-3.30192051505406,0.226167367865414,-4.09349,-2.65455,"2022-10-31 06:00:00",2022-10-31 06:00:00
"ICI_0700_05_01_2022.csv",9.97869002304322,0.434389694487039,8.99554,15.6772,"2022-05-01 07:00:00",2022-05-01 07:00:00
"ICI_0700_05_06_2022.csv",12.5516109847813,0.626070720638403,11.1393,20.9409,"2022-05-06 07:00:00",2022-05-06 07:00:00
